k_value,p_value,paa_value,max_level,ncp
7,3,4,7,14.485597238177201
7,3,4,8,14.193880268876617
7,3,4,9,14.432472614090463
7,3,4,10,14.368882427667579
7,3,5,5,11.952930056212887
7,3,5,6,12.114715318945388
7,3,5,7,12.047917041805706
7,3,5,8,12.293010143149244
7,3,5,9,12.571857105045048
7,3,5,10,12.373287058507263
7,2,3,5,8.462488411987792
7,2,3,6,8.84427849851651
7,2,3,7,9.4437832705466
7,2,3,8,10.0837636537597
7,2,3,9,10.822869559331783
7,2,3,10,10.557635368091823
7,2,4,5,10.73147703122606
7,2,4,6,10.774119905664186
7,2,4,7,12.593099853999028
7,2,4,8,12.43659420143606
7,2,4,9,12.324034362395228
7,2,4,10,12.732107678874508
7,2,5,5,10.572147033617467
7,2,5,6,10.84271974118387
7,2,5,7,10.99574863332473
7,2,5,8,10.881933131103121
7,2,5,9,10.666641499762303
7,2,5,10,10.989250065353511
8,7,3,5,14.682633558222314
8,7,3,6,14.561392699223473
8,7,3,7,18.854766270525285
8,7,3,8,18.62615831498237
8,7,3,9,20.34057448389206
8,7,3,10,20.311186539122676
8,7,4,5,17.864595208499058
8,7,4,6,18.090650919657495
8,7,4,7,18.080575264363542
8,7,4,8,18.157312471424472
8,7,4,9,18.102075369810205
8,7,4,10,18.017623278652284
8,7,5,5,15.638772301718602
8,7,5,6,15.802993513070284
8,7,5,7,15.734523130234344
8,7,5,8,15.927063301752542
8,7,5,9,15.948232841053366
8,7,5,10,15.827321249256041
8,6,3,5,13.480670172099762
8,6,3,6,13.74014380398114
8,6,3,7,16.42246215189373
8,6,3,8,16.909520445978693
8,6,3,9,18.421380962177373
8,6,3,10,18.546674820145864
8,6,4,5,17.845317409872482
8,6,4,6,17.655039147533007
8,6,4,7,17.527568344467447
8,6,4,8,17.708695871163965
8,6,4,9,17.602709356190267
8,6,4,10,17.781216260850414
8,6,5,5,15.7727895043869
8,6,5,6,15.425211554389541
8,6,5,7,15.301995679267609
8,6,5,8,15.52743860772163
8,6,5,9,15.66121902803977
8,6,5,10,15.45774941139576
8,5,3,5,12.255626649061698
8,5,3,6,12.571985985916182
8,5,3,7,15.172146583782823
8,5,3,8,15.760277192667866
8,5,3,9,17.831924269137833
8,5,3,10,17.031556264736093
8,5,4,5,16.822929580722928
8,5,4,6,16.968640010657147
8,5,4,7,17.021083929188993
8,5,4,8,17.233151928278797
8,5,4,9,17.169947188719586
8,5,4,10,17.061172583617072
8,5,5,5,14.830626417366718
8,5,5,6,14.902741315813525
8,5,5,7,14.768446380098611
8,5,5,8,14.939156952663401
8,5,5,9,15.079305275469284
8,5,5,10,15.246338539046535
8,4,3,5,11.085441432406494
8,4,3,6,11.146256313389921
8,4,3,7,13.837212781966647
8,4,3,8,14.284640255556035
8,4,3,9,15.356740704895653
8,4,3,10,15.650849877145362
8,4,4,5,15.966308454480215
8,4,4,6,16.169333762251437
8,4,4,7,16.62134798143429
8,4,4,8,16.830443201144405
8,4,4,9,16.772051830228833
8,4,4,10,16.46648006048216
8,4,5,5,13.703951730925747
8,4,5,6,13.768726036867722
8,4,5,7,14.045037872283785
8,4,5,8,13.584819733725345
8,4,5,9,14.026889099320101
8,4,5,10,13.766070181339929
8,3,3,5,10.00655082330756
8,3,3,6,9.89837720069204
8,3,3,7,12.776547119135454
8,3,3,8,12.645718092616951
8,3,3,9,13.40756046207372
8,3,3,10,13.669315022884865
8,3,4,5,13.600025424975733
8,3,4,6,13.617196901238062
8,3,4,7,15.182487510792726
8,3,4,8,14.634629923191747
8,3,4,9,15.309000522736842
8,3,4,10,14.865496895447603
8,3,5,5,12.379219244308647
8,3,5,6,12.890952425118614
8,3,5,7,12.446467303602793
8,3,5,8,12.926418794931518
8,3,5,9,12.267841574061269
8,3,5,10,12.462264549730065
8,2,3,5,8.478378042675054
8,2,3,6,8.761575877410943
8,2,3,7,10.294370422482983
8,2,3,8,10.341319223946053
8,2,3,9,10.984592567999384
8,2,3,10,11.141052454651568
8,2,4,5,11.098235031416207
8,2,4,6,11.419578558471882
8,2,4,7,12.24965029555683
8,2,4,8,12.81356704188291
8,2,4,9,12.744271209515146
8,2,4,10,13.227113226172003
8,2,5,5,10.937788612920407
8,2,5,6,11.153497083202502
8,2,5,7,11.019177256783019
8,2,5,8,11.118444027186191
8,2,5,9,10.928503110738045
8,2,5,10,11.42691038537674
9,8,3,5,16.269899297076616
9,8,3,6,15.637184894330423
9,8,3,7,18.870593112586068
9,8,3,8,20.254889749384052
9,8,3,9,21.038259824930904
9,8,3,10,20.963309590091924
9,8,4,5,17.72266566941265
9,8,4,6,17.694769407245435
9,8,4,7,17.376232075443323
9,8,4,8,17.81857077147418
9,8,4,9,17.741119052307603
9,8,4,10,17.64091762753359
9,8,5,5,17.318636503969707
9,8,5,6,17.153439980527033
9,8,5,7,17.32624327844694
9,8,5,8,17.302293229210655
9,8,5,9,17.482365503002253
9,8,5,10,16.940983466908765
9,7,3,5,15.557333594217415
9,7,3,6,14.978887952342614
9,7,3,7,17.927136492419844
9,7,3,8,18.970583768954043
9,7,3,9,20.27481799046378
9,7,3,10,20.770309919454053
9,7,4,5,18.15006670382762
9,7,4,6,18.393413543792846
9,7,4,7,18.301263678118097
9,7,4,8,18.552320673427978
9,7,4,9,18.45268505775828
9,7,4,10,18.221880345222427
9,7,5,5,16.093842857490923
9,7,5,6,15.887094368411976
9,7,5,7,16.319981746090274
9,7,5,8,15.908865479622266
9,7,5,9,15.893194795476527
9,7,5,10,15.828357527624078
9,6,3,5,13.255396105750206
9,6,3,6,13.91594155442296
9,6,3,7,16.725358524857555
9,6,3,8,17.899194731436943
9,6,3,9,18.97625396660947
9,6,3,10,18.697766072438835
9,6,4,5,17.80379698299906
9,6,4,6,17.601560002736104
9,6,4,7,17.73712379446679
9,6,4,8,18.338919677500463
9,6,4,9,17.98494332336923
9,6,4,10,17.673170568125272
9,6,5,5,15.51662312046274
9,6,5,6,16.059982661950375
9,6,5,7,15.756810058975708
9,6,5,8,15.857190719416037
9,6,5,9,16.191136161847563
9,6,5,10,15.703008220344994
9,5,3,5,12.866821894061275
9,5,3,6,12.911748354960649
9,5,3,7,15.979547416628849
9,5,3,8,15.862355835943324
9,5,3,9,17.773747740645508
9,5,3,10,17.580103088805824
9,5,4,5,17.05211135732791
9,5,4,6,16.860992387590333
9,5,4,7,17.34051546367813
9,5,4,8,17.473550855524262
9,5,4,9,17.071383550690953
9,5,4,10,17.162357345328335
9,5,5,5,15.16968207415289
9,5,5,6,15.464220286146865
9,5,5,7,15.578263585464674
9,5,5,8,15.58445109257762
9,5,5,9,15.387349461052896
9,5,5,10,15.347813121814944
9,4,3,5,11.607435369450124
9,4,3,6,12.059752238738499
9,4,3,7,14.611815774855398
9,4,3,8,15.241667440412751
9,4,3,9,16.703885620602804
9,4,3,10,15.572318630662462
9,4,4,5,16.54283177501551
9,4,4,6,16.037219041931152
9,4,4,7,16.768852844060888
9,4,4,8,17.097082789201153
9,4,4,9,16.936512079572353
9,4,4,10,16.84307903885056
9,4,5,5,14.131625895300385
9,4,5,6,14.09394052418675
9,4,5,7,14.310788295424317
9,4,5,8,14.363820585760138
9,4,5,9,14.65369792626519
9,4,5,10,14.13863913145356
9,3,3,5,10.305201726459156
9,3,3,6,10.467423230033235
9,3,3,7,12.522371084378912
9,3,3,8,13.2314681497105
9,3,3,9,14.643020639060126
9,3,3,10,14.108800518386872
9,3,4,5,14.36354445935801
9,3,4,6,13.872320319535335
9,3,4,7,15.523026502122763
9,3,4,8,15.400030924000202
9,3,4,9,15.261868087296362
9,3,4,10,15.579130488009389
9,3,5,5,13.04325987305966
9,3,5,6,13.295895056347655
9,3,5,7,13.330832765012572
9,3,5,8,12.96085704432191
9,3,5,9,13.465488495460857
9,3,5,10,13.054580864318389
9,2,3,5,9.193983188326758
9,2,3,6,9.45657181928328
9,2,3,7,9.870727681254838
9,2,3,8,10.750423515888107
9,2,3,9,11.707856204987953
9,2,3,10,11.157639676911588
9,2,4,5,11.317789340597216
9,2,4,6,11.769870111092548
9,2,4,7,12.879925592460731
9,2,4,8,13.351747760869152
9,2,4,9,12.90453505420627
9,2,4,10,13.685836303186669
9,2,5,5,11.301491316103663
9,2,5,6,11.193214104560306
9,2,5,7,11.861016910991689
9,2,5,8,11.625632453888414
9,2,5,9,11.259594129687269
9,2,5,10,11.771827088808447
10,9,3,5,17.291366958995418
10,9,3,6,16.69667105430498
10,9,3,7,19.406657311058346
10,9,3,8,19.811003382909323
10,9,3,9,21.635801055159614
10,9,3,10,22.12305839554478
10,9,4,5,18.94025760228563
10,9,4,6,18.89712995024087
10,9,4,7,19.014829104826582
10,9,4,8,18.913313800530638
10,9,4,9,19.53192253712203
10,9,4,10,19.092394799645067
10,9,5,5,18.33047775257859
10,9,5,6,18.48249051521489
10,9,5,7,18.317178400261415
10,9,5,8,17.835151486901857
10,9,5,9,18.479250091733224
10,9,5,10,18.558812731693628
10,8,3,5,16.544730404342125
10,8,3,6,16.0537506091762
10,8,3,7,19.024764713077264
10,8,3,8,20.271509745455457
10,8,3,9,21.18882737996187
10,8,3,10,21.190496319295757
10,8,4,5,18.1509172529535
10,8,4,6,18.454869440498154
10,8,4,7,17.99073556123784
10,8,4,8,17.97352870764572
10,8,4,9,17.731002857154486
10,8,4,10,17.899880266860723
10,8,5,5,17.853986218149938
10,8,5,6,17.143771862382
10,8,5,7,17.998624218935824
10,8,5,8,17.85003653694653
10,8,5,9,17.117305870747828
10,8,5,10,17.37319152562796
10,7,3,5,14.923588959990342
10,7,3,6,14.998007878423614
10,7,3,7,18.01556754705469
10,7,3,8,19.215040966708635
10,7,3,9,20.572021310322032
10,7,3,10,20.622022231663724
10,7,4,5,18.494770106620848
10,7,4,6,18.671848002262852
10,7,4,7,18.654878875973214
10,7,4,8,18.631514253956592
10,7,4,9,18.541823988950892
10,7,4,10,18.730159991502266
10,7,5,5,16.537847887885995
10,7,5,6,16.3500733616733
10,7,5,7,16.771408563329842
10,7,5,8,16.367043291330635
10,7,5,9,16.19775644832808
10,7,5,10,16.290360259000597
10,6,3,5,13.798066264839703
10,6,3,6,14.07470288578386
10,6,3,7,16.63050953450085
10,6,3,8,18.202059421963924
10,6,3,9,19.299536862468244
10,6,3,10,19.396792234854296
10,6,4,5,18.020683989848482
10,6,4,6,18.355851494283243
10,6,4,7,18.318283308964318
10,6,4,8,18.19766699837221
10,6,4,9,18.137601968160222
10,6,4,10,18.20486383825353
10,6,5,5,16.014345478915676
10,6,5,6,16.338230610521165
10,6,5,7,16.165965501868403
10,6,5,8,16.454902415650363
10,6,5,9,16.278206775107762
10,6,5,10,15.83898704116109
10,5,3,5,13.472806205969611
10,5,3,6,13.204602597125733
10,5,3,7,16.04177136159066
10,5,3,8,16.8959782535164
10,5,3,9,18.408000516203316
10,5,3,10,17.82868620949914
10,5,4,5,17.341120081273207
10,5,4,6,17.455571027761067
10,5,4,7,17.760486728684736
10,5,4,8,17.585194385358932
10,5,4,9,17.38502780536915
10,5,4,10,17.760110192797427
10,5,5,5,15.695774322947239
10,5,5,6,15.793822921226868
10,5,5,7,15.538866470482613
10,5,5,8,15.82256429153661
10,5,5,9,15.794416221581338
10,5,5,10,15.400597192248537
10,4,3,5,12.002047213319852
10,4,3,6,11.743155915635068
10,4,3,7,14.96351136657234
10,4,3,8,15.196282636099207
10,4,3,9,16.10151003741629
10,4,3,10,16.83133434210043
10,4,4,5,16.757579861563027
10,4,4,6,16.66466981497587
10,4,4,7,17.29510838136471
10,4,4,8,17.193555426764913
10,4,4,9,17.201442645179522
10,4,4,10,17.012358027336123
10,4,5,5,14.811600939056373
10,4,5,6,14.870959737685427
10,4,5,7,14.810000252506793
10,4,5,8,14.562174395874006
10,4,5,9,14.366046969602213
10,4,5,10,14.542319425793702
10,3,3,5,11.103426158070375
10,3,3,6,10.640119279870204
10,3,3,7,12.944708265484495
10,3,3,8,13.341537775677464
10,3,3,9,14.245454008193823
10,3,3,10,14.897594110266636
10,3,4,5,14.089195850474573
10,3,4,6,14.03702533021633
10,3,4,7,15.701467474078887
10,3,4,8,15.445906018877436
10,3,4,9,15.52167175085147
10,3,4,10,15.928782929496654
10,3,5,5,13.186222614154849
10,3,5,6,13.674928359399674
10,3,5,7,13.503222005434903
10,3,5,8,13.41705680943574
10,3,5,9,13.65075661077879
10,3,5,10,13.266020897772142
10,2,3,5,9.418373082656863
10,2,3,6,9.58967500268741
10,2,3,7,10.50162409917039
10,2,3,8,11.221690129523992
10,2,3,9,11.841138701358545
10,2,3,10,12.384396137253479
10,2,4,5,12.547594515472088
10,2,4,6,12.268469772621469
10,2,4,7,12.827926214188215
10,2,4,8,13.119110791366518
10,2,4,9,13.937660886844737
10,2,4,10,13.811977476491775
10,2,5,5,12.284282201592687
10,2,5,6,11.643599133635986
10,2,5,7,12.376373664957773
10,2,5,8,12.11420334534344
10,2,5,9,11.671939102145242
10,2,5,10,11.614327027399383
11,10,3,5,16.39068812268549
11,10,3,6,16.93330281232404
11,10,3,7,20.323379240124424
11,10,3,8,20.912465022230894
11,10,3,9,22.56833392807781
11,10,3,10,22.55059093728857
11,10,4,5,18.762656928216472
11,10,4,6,18.943316169907582
11,10,4,7,18.672605508651543
11,10,4,8,19.026359316320846
11,10,4,9,18.4933463548699
11,10,4,10,18.827961574536022
11,10,5,5,19.113848694241085
11,10,5,6,18.927321926964463
11,10,5,7,19.434017047597912
11,10,5,8,18.79312471030598
11,10,5,9,19.202251120978087
11,10,5,10,18.669335370544164
11,9,3,5,16.24054691037869
11,9,3,6,16.721007097306096
11,9,3,7,19.22832087652264
11,9,3,8,20.04618179999319
11,9,3,9,21.96299622900589
11,9,3,10,21.978077119137467
11,9,4,5,19.15817420008256
11,9,4,6,19.538484905043656
11,9,4,7,19.29443062353057
11,9,4,8,19.009132422205422
11,9,4,9,19.458660153651067
11,9,4,10,19.19244553245834
11,9,5,5,18.437648327309464
11,9,5,6,18.260629953102356
11,9,5,7,18.18431218971312
11,9,5,8,18.879506741377867
11,9,5,9,19.211316616315226
11,9,5,10,18.64500999580043
11,8,3,5,15.960265584708239
11,8,3,6,16.394081647426884
11,8,3,7,19.395572475898195
11,8,3,8,20.58678770669325
11,8,3,9,21.700254880348087
11,8,3,10,21.364029469217588
11,8,4,5,18.243891364091656
11,8,4,6,18.39030161399866
11,8,4,7,19.01139162512834
11,8,4,8,18.400057160710425
11,8,4,9,18.524255986790614
11,8,4,10,18.499400727173565
11,8,5,5,18.15333326077086
11,8,5,6,17.945424498862778
11,8,5,7,17.78015563936479
11,8,5,8,17.954940828952306
11,8,5,9,18.325089139801612
11,8,5,10,17.857423243991978
11,7,3,5,15.501613898908577
11,7,3,6,15.745895168557276
11,7,3,7,18.4574536379655
11,7,3,8,19.46522059630036
11,7,3,9,21.143223555236894
11,7,3,10,20.782376689989718
11,7,4,5,19.246881801345165
11,7,4,6,18.88573194280186
11,7,4,7,19.59487356573158
11,7,4,8,19.169669639584463
11,7,4,9,19.291982976967006
11,7,4,10,19.212751214761283
11,7,5,5,16.41220046169309
11,7,5,6,16.620862950491812
11,7,5,7,16.600267757205856
11,7,5,8,16.481615149871004
11,7,5,9,16.596328387722508
11,7,5,10,16.764639506492703
11,6,3,5,14.2552144537423
11,6,3,6,14.130575809769066
11,6,3,7,17.404963118918342
11,6,3,8,17.66402923119121
11,6,3,9,19.598898481046152
11,6,3,10,19.41239961225346
11,6,4,5,18.47534921286757
11,6,4,6,18.420546069392092
11,6,4,7,18.504796262613265
11,6,4,8,18.37615258522346
11,6,4,9,18.866016894762314
11,6,4,10,18.559762131330807
11,6,5,5,16.256497299950606
11,6,5,6,16.266854444255344
11,6,5,7,15.98540125323352
11,6,5,8,16.133081689173377
11,6,5,9,16.4014580320155
11,6,5,10,16.3580236645158
11,5,3,5,13.192705428795747
11,5,3,6,13.137888329071501
11,5,3,7,16.77704932527324
11,5,3,8,17.27474015680746
11,5,3,9,19.28605561433762
11,5,3,10,19.156614713133198
11,5,4,5,17.569411753757656
11,5,4,6,17.73849589522427
11,5,4,7,18.25095133434144
11,5,4,8,18.203302577269092
11,5,4,9,18.054767067092918
11,5,4,10,17.63408142811231
11,5,5,5,16.232658673204547
11,5,5,6,16.033755747897096
11,5,5,7,15.85258091352808
11,5,5,8,15.928788033798721
11,5,5,9,15.871391542620593
11,5,5,10,15.69788058363069
11,4,3,5,12.484914902423785
11,4,3,6,11.98524735023376
11,4,3,7,14.385192167385283
11,4,3,8,16.177085875670265
11,4,3,9,16.286610279811068
11,4,3,10,17.272962484602015
11,4,4,5,16.78129989297938
11,4,4,6,17.11777829395401
11,4,4,7,17.591668381075156
11,4,4,8,17.68163335530221
11,4,4,9,17.766676114726838
11,4,4,10,17.656285343545573
11,4,5,5,14.964952528314075
11,4,5,6,14.951965728915011
11,4,5,7,14.687678002800572
11,4,5,8,15.119408737350716
11,4,5,9,14.894618069699423
11,4,5,10,14.81785701852325
11,3,3,5,11.217626549607681
11,3,3,6,10.675078280884541
11,3,3,7,12.91823050633808
11,3,3,8,13.736874536073305
11,3,3,9,14.949323340721707
11,3,3,10,14.716736912788596
11,3,4,5,14.479852787434004
11,3,4,6,14.847654672605987
11,3,4,7,15.563479022892036
11,3,4,8,15.99969761087374
11,3,4,9,15.778688943697922
11,3,4,10,16.011956687912324
11,3,5,5,13.65386365287913
11,3,5,6,13.750005407286688
11,3,5,7,13.788466716241414
11,3,5,8,13.906005488213937
11,3,5,9,13.858352501728449
11,3,5,10,13.151634655588136
11,2,3,5,9.68338946289348
11,2,3,6,9.334250322955334
11,2,3,7,11.52647212204081
11,2,3,8,10.81619968489958
11,2,3,9,12.17889361363299
11,2,3,10,12.029843897987131
11,2,4,5,12.469555715135227
11,2,4,6,12.015250100518681
11,2,4,7,14.193694294801153
11,2,4,8,13.458964863102146
11,2,4,9,13.819893288987862
11,2,4,10,14.051807533402561
11,2,5,5,12.045868630991682
11,2,5,6,12.308388396374008
11,2,5,7,11.923518411318241
11,2,5,8,12.390824795272849
11,2,5,9,12.54589503757201
11,2,5,10,12.691926414622225
