k_value,p_value,paa_value,max_level,ncp
9,7,3,8,0.19560803163839716
9,7,3,9,0.24100143988059414
9,7,3,10,0.24144805646728154
9,7,4,5,0.15474078592643326
9,7,4,6,0.20969742090018512
9,7,4,7,0.23681131557378005
9,7,4,8,0.25185141212497075
9,7,4,9,0.25491581430134097
9,7,4,10,0.25491581430134097
9,7,5,5,0.1924506018694062
9,7,5,6,0.18891144978445298
9,7,5,7,0.21202216947781008
9,7,5,8,0.21202216947781008
9,7,5,9,0.23047500616753872
9,7,5,10,0.23224360218355664
9,6,3,5,0.13575099634692808
9,6,3,6,0.158060331808652
9,6,3,7,0.1980119907134998
9,6,3,8,0.198242783105911
9,6,3,9,0.20695732440525777
9,6,3,10,0.2073196943919471
9,6,4,5,0.18223527866097716
9,6,4,6,0.14057701847679596
9,6,4,7,0.17164588000925257
9,6,4,8,0.21553457267645248
9,6,4,9,0.22397933617465896
9,6,4,10,0.2246624277277194
9,6,5,5,0.22703015685997513
9,6,5,6,0.17722883563726638
9,6,5,7,0.20327665321887547
9,6,5,8,0.20576380434976174
9,6,5,9,0.22625000949297186
9,6,5,10,0.22625000949297186
9,5,3,5,0.11793291593173391
9,5,3,6,0.15296887979556265
9,5,3,7,0.11716081807118847
9,5,3,8,0.1791989328428031
9,5,3,9,0.18132042522636138
9,5,3,10,0.1781233200940093
9,5,4,5,0.12897591992657373
9,5,4,6,0.1309813382484689
9,5,4,7,0.16425885745680882
9,5,4,8,0.19432669706586353
9,5,4,9,0.21018218074056783
9,5,4,10,0.2142137913420449
9,5,5,5,0.1699522144959167
9,5,5,6,0.15485716099554922
9,5,5,7,0.20286966914100052
9,5,5,8,0.18164437396576408
9,5,5,9,0.2045650648084343
9,5,5,10,0.2040054969243927
9,4,3,5,0.16527877382413067
9,4,3,6,0.09648078370999141
9,4,3,7,0.1867424186803244
9,4,3,8,0.16115211263935345
9,4,3,9,0.15515166809251743
9,4,3,10,0.15647587826960116
9,4,4,5,0.15283931519579283
9,4,4,6,0.14620565454825585
9,4,4,7,0.19788151305792104
9,4,4,8,0.14340436197416578
9,4,4,9,0.16695790938681673
9,4,4,10,0.2125638035289819
9,4,5,5,0.19491064944382366
9,4,5,6,0.2173212835117098
9,4,5,7,0.23412880756001167
9,4,5,8,0.22688808628133908
9,4,5,9,0.15526387884899082
9,4,5,10,0.15526940508936043
9,3,3,5,0.135341449674734
9,3,3,6,0.10115560298880992
9,3,3,7,0.1636812635306038
9,3,3,8,0.17568723476823184
9,3,3,9,0.1901472526656765
9,3,3,10,0.2134084417184142
9,3,4,5,0.14699039794158417
9,3,4,6,0.14676913345399625
9,3,4,7,0.14691560764656683
9,3,4,8,0.18955333597523585
9,3,4,9,0.20299472570367394
9,3,4,10,0.16083145355170228
9,3,5,5,0.18237388607505733
9,3,5,6,0.19560653836688763
9,3,5,7,0.10900089480335806
9,3,5,8,0.1242079530404064
9,3,5,9,0.17481696723714668
9,3,5,10,0.17967066559032754
9,2,3,5,0.11545351920221666
9,2,3,6,0.13981898896535672
9,2,3,7,0.15036638277049308
9,2,3,8,0.09177597894602196
9,2,3,9,0.17384228581016373
9,2,3,10,0.1994179079306616
9,2,4,5,0.12624406286803191
9,2,4,6,0.14917325701276862
9,2,4,7,0.09811521066667096
9,2,4,8,0.14117833847839176
9,2,4,9,0.15083197958119043
9,2,4,10,0.142584939431019
9,2,5,5,0.08668453329975241
9,2,5,6,0.18486382961724188
9,2,5,7,0.1280165024050806
9,2,5,8,0.15244503211106852
9,2,5,9,0.17628782800587722
9,2,5,10,0.10172714968409022
10,9,3,5,0.20355305606777765
10,9,3,6,0.2018646797102847
10,9,3,7,0.24920245466539995
10,9,3,8,0.2421710346732459
10,9,3,9,0.2690326383824118
10,9,3,10,0.2694831523815177
10,9,4,5,0.17923950051212864
10,9,4,6,0.25484173987654585
10,9,4,7,0.24918754669214635
10,9,4,8,0.30444698013220745
10,9,4,9,0.3044467929244728
10,9,4,10,0.3044467929244728
10,9,5,5,0.26364904648915277
10,9,5,6,0.30607680784037944
10,9,5,7,0.29227849402148814
10,9,5,8,0.29227849402148814
10,9,5,9,0.29227849402148814
10,9,5,10,0.29227849402148814
10,8,3,5,0.16316101087931642
10,8,3,6,0.22545878150545687
10,8,3,7,0.1800517957141741
10,8,3,8,0.2709905769754349
10,8,3,9,0.2689435619336851
10,8,3,10,0.3012674950646356
10,8,4,5,0.24569120024729313
10,8,4,6,0.189321313529373
10,8,4,7,0.27506492716393355
10,8,4,8,0.316225419576189
10,8,4,9,0.31987476322433944
10,8,4,10,0.31987476322433944
10,8,5,5,0.20662030001237122
10,8,5,6,0.22816913799519511
10,8,5,7,0.25413331780557774
10,8,5,8,0.259505116965412
10,8,5,9,0.28137579620035563
10,8,5,10,0.28137579620035563
10,7,3,5,0.15627741009538304
10,7,3,6,0.23428142953260087
10,7,3,7,0.23999941051024176
10,7,3,8,0.2709920013305267
10,7,3,9,0.2391900524958039
10,7,3,10,0.2397559831933421
10,7,4,5,0.24147918243109934
10,7,4,6,0.1592059080708059
10,7,4,7,0.17780432510606586
10,7,4,8,0.23079726503264952
10,7,4,9,0.23970213354542352
10,7,4,10,0.23970213354542352
10,7,5,5,0.1908074353829839
10,7,5,6,0.1906343753346278
10,7,5,7,0.22522349193394628
10,7,5,8,0.21765864631444387
10,7,5,9,0.2855376224425821
10,7,5,10,0.2857447585878617
10,6,3,5,0.14802042130990484
10,6,3,6,0.16356892247607085
10,6,3,7,0.15663842113213164
10,6,3,8,0.22405423428988858
10,6,3,9,0.24411108784713886
10,6,3,10,0.2164998966056992
10,6,4,5,0.1490721974758987
10,6,4,6,0.2106960438547113
10,6,4,7,0.17218825780556204
10,6,4,8,0.26264747113019976
10,6,4,9,0.2725195160913445
10,6,4,10,0.2725195160913445
10,6,5,5,0.21851715750900766
10,6,5,6,0.18569358338954356
10,6,5,7,0.26089534041233575
10,6,5,8,0.26089534041233575
10,6,5,9,0.23407772350958742
10,6,5,10,0.23407772350958742
10,5,3,5,0.09837370918291694
10,5,3,6,0.17539099033724312
10,5,3,7,0.17601199231957418
10,5,3,8,0.1933886124323618
10,5,3,9,0.17582000929457395
10,5,3,10,0.17564288394972483
10,5,4,5,0.1685759400353581
10,5,4,6,0.12965509463214836
10,5,4,7,0.22232681259353285
10,5,4,8,0.20723048295591198
10,5,4,9,0.219856639274266
10,5,4,10,0.28164499676184995
10,5,5,5,0.1967809104534084
10,5,5,6,0.1486629927528044
10,5,5,7,0.20932458844478596
10,5,5,8,0.1843115075195508
10,5,5,9,0.2413015191066009
10,5,5,10,0.24022986204554586
10,4,3,5,0.17951862307319222
10,4,3,6,0.21875843143662202
10,4,3,7,0.2190949341548755
10,4,3,8,0.13976764508851877
10,4,3,9,0.23315865571165184
10,4,3,10,0.24116424484601942
10,4,4,5,0.17767347325423127
10,4,4,6,0.175638328328421
10,4,4,7,0.2068282470891216
10,4,4,8,0.24228168509461265
10,4,4,9,0.16827550265605204
10,4,4,10,0.17571788784274223
10,4,5,5,0.13169961257044083
10,4,5,6,0.13732748861013738
10,4,5,7,0.2401947298243297
10,4,5,8,0.14522133875324264
10,4,5,9,0.24388739248251257
10,4,5,10,0.24277107501325765
10,3,3,5,0.1620391198274325
10,3,3,6,0.16771995358105116
10,3,3,7,0.18529093520897422
10,3,3,8,0.18093875610948498
10,3,3,9,0.1275008888648729
10,3,3,10,0.18515874566829993
10,3,4,5,0.15941319340347954
10,3,4,6,0.1764263481103374
10,3,4,7,0.15767223466206987
10,3,4,8,0.12771362988196805
10,3,4,9,0.12983140293489992
10,3,4,10,0.19214106575364967
10,3,5,5,0.1583007580976712
10,3,5,6,0.21886135978251653
10,3,5,7,0.21103136562551017
10,3,5,8,0.20410031019666497
10,3,5,9,0.13555181787932194
10,3,5,10,0.13596613735741186
10,2,3,5,0.08450760842038542
10,2,3,6,0.14688231248978803
10,2,3,7,0.13402481228583235
10,2,3,8,0.16212024249705975
10,2,3,9,0.1502160727733747
10,2,3,10,0.17835062045617991
10,2,4,5,0.09325609145028949
10,2,4,6,0.15501273687883874
10,2,4,7,0.1491036957122691
10,2,4,8,0.10649731998001266
10,2,4,9,0.11077247403246343
10,2,4,10,0.11233563603303261
10,2,5,5,0.09559623220010503
10,2,5,6,0.19177357205242343
10,2,5,7,0.17902738909708865
10,2,5,8,0.17814092281979055
10,2,5,9,0.18258130764298142
10,2,5,10,0.1788592013506927
11,10,3,5,0.2111182212966106
11,10,3,6,0.28180234651013586
11,10,3,7,0.27051703401401067
11,10,3,8,0.29771628495311264
11,10,3,9,0.32114248855113425
11,10,3,10,0.31927681460342044
11,10,4,5,0.23677139424378046
11,10,4,6,0.3434428026012314
11,10,4,7,0.296601307146072
11,10,4,8,0.3470557673530468
11,10,4,9,0.3470557673530468
11,10,4,10,0.3470557673530468
11,10,5,5,0.2976514768886127
11,10,5,6,0.2925133299574414
11,10,5,7,0.3123971032259773
11,10,5,8,0.316157071657815
11,10,5,9,0.3123971032259773
11,10,5,10,0.3123971032259773
11,9,3,5,0.16234404417310946
11,9,3,6,0.2045423359144572
11,9,3,7,0.24884243116707047
11,9,3,8,0.2670191013231773
11,9,3,9,0.2648948803743074
11,9,3,10,0.2699073171231029
11,9,4,5,0.26756588713278606
11,9,4,6,0.2690092537468196
11,9,4,7,0.2839968305459691
11,9,4,8,0.33458563507106764
11,9,4,9,0.33458563507106764
11,9,4,10,0.33458563507106764
11,9,5,5,0.22854001151936854
11,9,5,6,0.24425196056162915
11,9,5,7,0.29078197619324764
11,9,5,8,0.28835641130934286
11,9,5,9,0.28835641130934286
11,9,5,10,0.28835641130934286
11,8,3,5,0.16133856852260875
11,8,3,6,0.1934662501861206
11,8,3,7,0.24667202985750508
11,8,3,8,0.2106448158903742
11,8,3,9,0.2977530589904061
11,8,3,10,0.2983596213566088
11,8,4,5,0.18152947895015853
11,8,4,6,0.25473310641812996
11,8,4,7,0.27727560821647584
11,8,4,8,0.3200237603596663
11,8,4,9,0.29374110095366973
11,8,4,10,0.29374110095366973
11,8,5,5,0.20239265676926685
11,8,5,6,0.19625817596258496
11,8,5,7,0.2995079620169677
11,8,5,8,0.30166403047268975
11,8,5,9,0.2426982252724537
11,8,5,10,0.24127262942803415
11,7,3,5,0.21295947691540604
11,7,3,6,0.15547540775784244
11,7,3,7,0.23860801754074182
11,7,3,8,0.20292886402869637
11,7,3,9,0.28348920680649536
11,7,3,10,0.27546512361138176
11,7,4,5,0.16805887921138102
11,7,4,6,0.17349200263588646
11,7,4,7,0.2423622984999347
11,7,4,8,0.25579865899497206
11,7,4,9,0.26366842513266103
11,7,4,10,0.26366842513266103
11,7,5,5,0.19288207954557818
11,7,5,6,0.19240122916873004
11,7,5,7,0.21597081908843294
11,7,5,8,0.2152078494642382
11,7,5,9,0.2406840458999232
11,7,5,10,0.2406840458999232
11,6,3,5,0.18412013880660638
11,6,3,6,0.21620395167172368
11,6,3,7,0.2054698826586274
11,6,3,8,0.22554210773052252
11,6,3,9,0.2171630292507191
11,6,3,10,0.22260847808153159
11,6,4,5,0.2195743810225461
11,6,4,6,0.14523663920695648
11,6,4,7,0.21986009373692258
11,6,4,8,0.2459563869704624
11,6,4,9,0.27973276019007853
11,6,4,10,0.2784113787727895
11,6,5,5,0.22059413393707258
11,6,5,6,0.18341101160990808
11,6,5,7,0.20969351299023337
11,6,5,8,0.20969351299023337
11,6,5,9,0.2973949805337239
11,6,5,10,0.2973949805337239
11,5,3,5,0.20011336869888016
11,5,3,6,0.13663328829063787
11,5,3,7,0.12561277015925976
11,5,3,8,0.2656605832261946
11,5,3,9,0.26217023868445116
11,5,3,10,0.20696068572502316
11,5,4,5,0.1430531869489587
11,5,4,6,0.20852165916608326
11,5,4,7,0.18001716850772886
11,5,4,8,0.23943790726467493
11,5,4,9,0.25215032602764553
11,5,4,10,0.2801255171067635
11,5,5,5,0.15118151489761547
11,5,5,6,0.24353238679074157
11,5,5,7,0.18767172009169136
11,5,5,8,0.17884417428611604
11,5,5,9,0.24959106734172204
11,5,5,10,0.21053678630128972
11,4,3,5,0.1926426378428342
11,4,3,6,0.1831126670536321
11,4,3,7,0.12295490606968436
11,4,3,8,0.20827853678209243
11,4,3,9,0.16057915706284556
11,4,3,10,0.16072007260807047
11,4,4,5,0.18541438887605008
11,4,4,6,0.21386939063350346
11,4,4,7,0.19038911574059733
11,4,4,8,0.19257417971940172
11,4,4,9,0.2598511683753862
11,4,4,10,0.21785103805534056
11,4,5,5,0.1600293551990603
11,4,5,6,0.23492378652519755
11,4,5,7,0.23499401940947587
11,4,5,8,0.1458630611545768
11,4,5,9,0.24661004749836019
11,4,5,10,0.24413590447660655
11,3,3,5,0.1981393597192606
11,3,3,6,0.11349251624933844
11,3,3,7,0.18143922167612353
11,3,3,8,0.1282855001468727
11,3,3,9,0.23812413204049954
11,3,3,10,0.13599121163602676
11,3,4,5,0.19766960896785776
11,3,4,6,0.171855556001478
11,3,4,7,0.189477668478903
11,3,4,8,0.127673344105861
11,3,4,9,0.21857401352293862
11,3,4,10,0.1284427728574251
11,3,5,5,0.23351189216770166
11,3,5,6,0.21019820210638684
11,3,5,7,0.22073310013520586
11,3,5,8,0.2567972707575313
11,3,5,9,0.23813491621649438
11,3,5,10,0.24040871344018924
11,2,3,5,0.12757340002794804
11,2,3,6,0.18559504000434496
11,2,3,7,0.1687340741333106
11,2,3,8,0.17396523234698547
11,2,3,9,0.151671858220734
11,2,3,10,0.19865938280991494
11,2,4,5,0.08627224119120551
11,2,4,6,0.1773095286426008
11,2,4,7,0.20377434824936216
11,2,4,8,0.2183759804225599
11,2,4,9,0.21730442117087648
11,2,4,10,0.24132169302952147
11,2,5,5,0.21469466059502226
11,2,5,6,0.20973083429888098
11,2,5,7,0.1982267746736739
11,2,5,8,0.21452481905683307
11,2,5,9,0.10633747261616279
11,2,5,10,0.10801115065860964
